gene_id,gene_name,description,ath_gene_id,ath_alias,gene_name_figs
Zm00001d000213,Zm00001d000213,Putative translation elongation factor family protein,AT5G39900,,Zm00001d000213
Zm00001d000216,male gametophyte specific3,male gametophyte specific3,AT1G14420,AT59,male gametophyte specific3 (AT59)
Zm00001d000219,Zm00001d000219,Phytochrome B,AT2G18790,PHYB,Zm00001d000219 (PHYB)
Zm00001d000220,Zm00001d000220,Pentatricopeptide repeat protein PPR868-14,AT3G29230,,Zm00001d000220
Zm00001d000222,sugars will eventually be exported transporter1a,sugars will eventually be exported transporter1a,AT1G21460,SWEET1,sugars will eventually be exported transporter1a (SWEET1)
Zm00001d000223,Zm00001d000223,DNA repair metallo-beta-lactamase family protein,AT1G19025,,Zm00001d000223
Zm00001d000224,Zm00001d000224,F-box protein SKP2A,AT1G21410,SKP2A,Zm00001d000224 (SKP2A)
Zm00001d000226,Zm00001d000226,ubiquitin-specific protease 7,AT1G51710,UBP6,Zm00001d000226 (UBP6)
Zm00001d000227,Zm00001d000227,Pyruvate dehydrogenase E1 component subunit beta,AT1G30120,PDH-E1 BETA,Zm00001d000227 (PDH-E1 BETA)
Zm00001d000230,Zm00001d000230,Protease Do-like 5 chloroplastic,AT4G18370,HHOA,Zm00001d000230 (HHOA)
Zm00001d000231,Zm00001d000231,PIF1 helicase,AT5G28780,,Zm00001d000231
Zm00001d000233,Zm00001d000233,Cation/H(+) antiporter 19,AT3G17630,CHX19,Zm00001d000233 (CHX19)
Zm00001d000235,Zm00001d000235,Peptidyl-prolyl cis-trans isomerase FKBP17-2 chloroplastic,AT1G18170,,Zm00001d000235
Zm00001d000236,colored plant1,colored plant1,AT5G41315,MYC6.2,colored plant1 (MYC6.2)
Zm00001d000237,cis-zeatin O-glucosyltransferase1,cis-zeatin O-glucosyltransferase1,AT2G15490,UGT73B4,cis-zeatin O-glucosyltransferase1 (UGT73B4)
Zm00001d000238,GRF-transcription factor 12,Growth-regulating factor 6,AT3G13960,GRF5,GRF-transcription factor 12 (GRF5)
Zm00001d000240,Zm00001d000240,Transcription initiation factor IIF beta subunit,AT1G75510,,Zm00001d000240
Zm00001d000241,Zm00001d000241,Single-stranded DNA-binding protein mitochondrial,AT4G11060,MTSSB,Zm00001d000241 (MTSSB)
Zm00001d000242,Zm00001d000242,Expressed protein;  protein,AT3G22540,,Zm00001d000242
Zm00001d000247,Homeobox-transcription factor 17,Homeobox-leucine zipper protein MERISTEM L1,AT4G04890,PDF2,Homeobox-transcription factor 17 (PDF2)
Zm00001d000250,Zm00001d000250,Expressed protein;  protein,,,Zm00001d000250
Zm00001d000254,Zm00001d000254,Nonsense-mediated mRNA decay protein 2 isoform 2,,,Zm00001d000254
Zm00001d000256,calmodulin6,Probable calcium-binding protein CML21,AT4G26470,,calmodulin6
Zm00001d000257,Zm00001d000257,Transmembrane CLPTM1 family protein,AT5G08500,,Zm00001d000257
Zm00001d000260,Zm00001d000260,Photosystem II D2 protein,ATCG00270,PSBD,Zm00001d000260 (PSBD)
Zm00001d000270,Zm00001d000270,DNA-directed RNA polymerase subunit beta,ATCG00190,RPOB,Zm00001d000270 (RPOB)
Zm00001d000272,Zm00001d000272,Photosystem I P700 chlorophyll a apoprotein A2,ATCG00350,PSAA,Zm00001d000272 (PSAA)
Zm00001d000277,Zm00001d000277,ATP synthase subunit beta chloroplastic,ATCG00480,PB,Zm00001d000277 (PB)
Zm00001d000279,Zm00001d000279,Ribulose bisphosphate carboxylase large chain,ATCG00490,RBCL,Zm00001d000279 (RBCL)
Zm00001d000282,Zm00001d000282,Photosystem II CP47 reaction center protein,ATCG00680,PSBB,Zm00001d000282 (PSBB)
Zm00001d000288,Aux/IAA-transcription factor 25,Auxin-responsive protein IAA29,AT3G23030,IAA2,Aux/IAA-transcription factor 25 (IAA2)
Zm00001d000291,bHLH-transcription factor 88,Transcription factor bHLH69,AT2G24260,LRL1,bHLH-transcription factor 88 (LRL1)
Zm00001d000293,Zm00001d000293,Zinc finger protein 346,,,Zm00001d000293
Zm00001d000294,Zm00001d000294,O-succinylhomoserine sulfhydrylase,AT1G64660,MGL,Zm00001d000294 (MGL)
Zm00001d000295,Zm00001d000295,Heat shock 70 kDa protein 10 mitochondrial,AT5G09590,MTHSC70-2,Zm00001d000295 (MTHSC70-2)
Zm00001d000296,Zm00001d000296,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,AT2G26670,TED4,Zm00001d000296 (TED4)
Zm00001d000297,Zm00001d000297,B12D protein,AT3G48140,,Zm00001d000297
Zm00001d000298,Zm00001d000298,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1,AT1G71830,SERK1,Zm00001d000298 (SERK1)
Zm00001d000299,Zm00001d000299,Endosomal targeting BRO1-like domain-containing protein,AT1G73390,,Zm00001d000299
Zm00001d000300,eucaryotic translation initiation factor5,Eukaryotic translation initiation factor 5,AT1G77840,,eucaryotic translation initiation factor5
Zm00001d000301,Zm00001d000301,exocyst subunit exo70 family protein G1,AT4G31540,EXO70G1,Zm00001d000301 (EXO70G1)
Zm00001d000302,Zm00001d000302,Probable protein phosphatase 2C 59,AT4G31750,WIN2,Zm00001d000302 (WIN2)
Zm00001d000303,Homeobox-transcription factor 24,Putative homeobox DNA-binding and leucine zipper domain family protein,AT4G37790,HAT22,Homeobox-transcription factor 24 (HAT22)
Zm00001d000305,Zm00001d000305,Disulfide oxidoreductase/ electron carrier/ oxidoreductase,AT3G44190,,Zm00001d000305
Zm00001d000306,zeitlupe-like4,Adagio protein 1,AT5G57360,ZTL,zeitlupe-like4 (ZTL)
Zm00001d000308,Zm00001d000308,F-box domain containing protein expressed,AT3G48880,,Zm00001d000308
Zm00001d000310,Zm00001d000310,Protein LURP-one-related 5,AT1G80120,,Zm00001d000310
Zm00001d000311,Zm00001d000311,Outer membrane OMP85 family protein,AT3G44160,,Zm00001d000311
Zm00001d000312,Zm00001d000312,Ubiquitin carboxyl-terminal hydrolase 25,AT3G14400,UBP25,Zm00001d000312 (UBP25)
Zm00001d000313,Zm00001d000313,Ubiquitin carboxyl-terminal hydrolase 25,AT3G14400,UBP25,Zm00001d000313 (UBP25)
Zm00001d000314,Zm00001d000314,F-box protein,AT5G46170,,Zm00001d000314
Zm00001d000316,NADP malic enzyme3,NADP-dependent malic enzyme%2C chloroplastic,AT1G79750,NADP-ME4,NADP malic enzyme3 (NADP-ME4)
Zm00001d000318,Zm00001d000318,Trigger factor-like protein TIG Chloroplastic,AT5G55220,,Zm00001d000318
Zm00001d000325,Zm00001d000325,Tetratricopeptide repeat-like superfamily protein,AT4G22720,,Zm00001d000325
Zm00001d000327,Zm00001d000327,Cysteine protease 1,AT5G43060,RD21B,Zm00001d000327 (RD21B)
Zm00001d000328,Zm00001d000328,Protein SIEL,AT3G08800,SIEL,Zm00001d000328 (SIEL)
Zm00001d000329,Zm00001d000329,DNA mismatch repair protein MSH5,AT3G20475,MSH5,Zm00001d000329 (MSH5)
Zm00001d000330,Zm00001d000330,Retrotransposon-like protein,,,Zm00001d000330
Zm00001d000332,Zm00001d000332,Per1-like family protein,AT1G16560,,Zm00001d000332
Zm00001d000337,Zm00001d000337,(+)-delta-cadinene synthase isozyme C2,AT3G29410,,Zm00001d000337
Zm00001d000339,AP2-EREBP-transcription factor 92,Ethylene-responsive transcription factor 4%3B Putative AP2/EREBP transcription factor superfamily protein,AT5G44210,ERF9,AP2-EREBP-transcription factor 92 (ERF9)
Zm00001d000344,Zm00001d000344,Purple acid phosphatase 3,AT1G14700,PAP3,Zm00001d000344 (PAP3)
Zm00001d000346,Zm00001d000346,Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain,AT5G57610,,Zm00001d000346
Zm00001d000349,Zm00001d000349,Preprotein translocase subunit SCY1 chloroplastic,AT2G18710,SCY1,Zm00001d000349 (SCY1)
Zm00001d000350,chloroplast SecY-1,Preprotein translocase subunit SCY1 chloroplastic,AT2G18710,SCY1,chloroplast SecY-1 (SCY1)
Zm00001d000355,polygalacturonase55,Pectin lyase-like superfamily protein,AT3G07840,,polygalacturonase55
Zm00001d000357,Zm00001d000357,Fatty-acid-binding protein 2,AT2G26310,FAP2,Zm00001d000357 (FAP2)
Zm00001d000358,ARF-transcription factor 21,Auxin response factor 16,AT4G30080,ARF16,ARF-transcription factor 21 (ARF16)
Zm00001d000360,Zm00001d000360,Protein SRG1,,,Zm00001d000360
Zm00001d000361,MYB-transcription factor 115,Transcription factor MYB104,AT5G06100,MYB33,MYB-transcription factor 115 (MYB33)
Zm00001d000362,Zm00001d000362,DNA-directed RNA polymerase V subunit 1,AT4G35800,RPB1,Zm00001d000362 (RPB1)
Zm00001d000364,Zm00001d000364,Actin-related protein 2/3 complex subunit 3,AT1G60430,ARPC3,Zm00001d000364 (ARPC3)
Zm00001d000366,Zm00001d000366,Actin-related protein 2/3 complex subunit 3,AT1G60430,ARPC3,Zm00001d000366 (ARPC3)
Zm00001d000367,Zm00001d000367,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,AT1G69526,,Zm00001d000367
Zm00001d000371,Zm00001d000371,Adenylate kinase 1 chloroplastic,AT2G37250,ATPADK1,Zm00001d000371 (ATPADK1)
Zm00001d000373,Zm00001d000373,Adenylate kinase 1 chloroplastic,AT2G39270,,Zm00001d000373
Zm00001d000377,Zm00001d000377,Adenylate kinase 1 chloroplastic,AT2G39270,,Zm00001d000377
Zm00001d000379,Zm00001d000379,ADP-ribosylation factor-like A1A,AT5G37680,ATARLA1A,Zm00001d000379 (ATARLA1A)
Zm00001d000380,Zm00001d000380,Encodes a protein whose expression is responsive to nematode infection.,AT5G37840,,Zm00001d000380
Zm00001d000381,Zm00001d000381,Putative ARM repeat-containing protein containing family protein,AT1G71020,,Zm00001d000381
Zm00001d000384,Zm00001d000384,Tetratricopeptide repeat-like superfamily protein,AT4G22720,,Zm00001d000384
Zm00001d000387,math-btb13,TD and POZ domain-containing protein 4,AT3G06190,BPM2,math-btb13 (BPM2)
Zm00001d000389,Zm00001d000389,class III aminotransferase,AT3G22200,POP2,Zm00001d000389 (POP2)
Zm00001d000390,Zm00001d000390,Putative RING zinc finger domain superfamily protein,AT1G20823,,Zm00001d000390
Zm00001d000391,Zm00001d000391,Probable protein phosphatase 2C 47,AT2G33700,PP2CG1,Zm00001d000391 (PP2CG1)
Zm00001d000392,embryo sac4,embryo sac3,,,embryo sac4
Zm00001d000395,Zm00001d000395,Inner membrane protein oxaA,AT1G28240,,Zm00001d000395
Zm00001d000396,Zm00001d000396,Protein kinase superfamily protein,AT5G58950,,Zm00001d000396
Zm00001d000398,Zm00001d000398,Putative cyclin-A3-1,AT1G47230,CYCA3;4,Zm00001d000398 (CYCA3;4)
Zm00001d000399,chloroplast protein synthesis2,chloroplast protein synthesis2,AT2G28000,SLP,chloroplast protein synthesis2 (SLP)
Zm00001d000400,Zm00001d000400,Putative HLH DNA-binding domain superfamily protein,AT2G40435,,Zm00001d000400
Zm00001d000401,Zm00001d000401,FAD-dependent oxidoreductase family protein,AT2G22650,,Zm00001d000401
Zm00001d000402,Zm00001d000402,myosin heavy chain-related,AT5G22310,,Zm00001d000402
Zm00001d000403,Zm00001d000403,Protein binding protein,AT5G50380,EXO70F1,Zm00001d000403 (EXO70F1)
Zm00001d000406,chitinase4,Endochitinase EP3,AT3G54420,EP3,chitinase4 (EP3)
Zm00001d000407,Na+/H+ antiporter 9,CBL-interacting serine/threonine-protein kinase 24,AT5G35410,SOS2,Na+/H+ antiporter 9 (SOS2)
Zm00001d000408,EIN3-binding F-box protein3,EIN3-binding F-box protein 1,AT5G25350,EBF2,EIN3-binding F-box protein3 (EBF2)
Zm00001d000409,Zm00001d000409,Photosystem II reaction center PSB28 protein chloroplastic,AT4G28660,PSB28,Zm00001d000409 (PSB28)
Zm00001d000410,Zm00001d000410,RING-H2 finger protein ATL3C,AT4G30370,IDF1,Zm00001d000410 (IDF1)
Zm00001d000412,Zm00001d000412,hAT transposon superfamily protein,AT3G17450,,Zm00001d000412
Zm00001d000413,Zm00001d000413,UDP-glycosyltransferase 90A1,AT5G14860,,Zm00001d000413
Zm00001d000414,Zm00001d000414,Disease resistance protein RPM1,,,Zm00001d000414
Zm00001d000417,Zm00001d000417,Photosystem Q(B) protein,ATCG00020,PSBA,Zm00001d000417 (PSBA)
Zm00001d000418,endosperm specific protein1,endosperm specific protein1,AT5G55730,FLA1,endosperm specific protein1 (FLA1)
Zm00001d000419,Zm00001d000419,HAD-superfamily hydrolase subfamily IG 5'-nucleotidase,AT5G48960,,Zm00001d000419
Zm00001d000424,Zm00001d000424,Phytolongin Phyl1.1,AT4G10170,,Zm00001d000424
Zm00001d000425,Zm00001d000425,Embryogenesis transmembrane protein-like,,,Zm00001d000425
Zm00001d000428,Zm00001d000428,Transmembrane 9 superfamily member 9,AT5G10840,EMP1,Zm00001d000428 (EMP1)
Zm00001d000430,magnesium transporter1,magnesium transporter1,AT1G16010,MRS2-1,magnesium transporter1 (MRS2-1)
Zm00001d000431,Zm00001d000431,DEAD-box ATP-dependent RNA helicase 51,AT5G65900,,Zm00001d000431
Zm00001d000432,Zm00001d000432,pescadillo-related,AT5G14520,PES,Zm00001d000432 (PES)
Zm00001d000434,nucleobase:cation symporter9,Adenine/guanine permease AZG1,AT3G10960,AZG1,nucleobase:cation symporter9 (AZG1)
Zm00001d000435,Zm00001d000435,Pentatricopeptide repeat-containing protein,AT2G15980,,Zm00001d000435
Zm00001d000436,Zm00001d000436,Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein,AT5G51150,,Zm00001d000436
Zm00001d000437,Zm00001d000437,Ankyrin repeat family protein,AT1G62050,,Zm00001d000437
Zm00001d000438,chalcone synthase3,Type III polyketide synthase B,AT5G13930,TT4,chalcone synthase3 (TT4)
Zm00001d000439,Zm00001d000439,SNARE associated Golgi protein family,AT4G17790,,Zm00001d000439
Zm00001d000443,Zm00001d000443,Putative WEB family protein  chloroplastic,AT4G27595,,Zm00001d000443
Zm00001d000445,Zm00001d000445,Probable indole-3-pyruvate monooxygenase YUCCA11,AT1G48910,YUC10,Zm00001d000445 (YUC10)
Zm00001d000447,Zm00001d000447,OSJNBa0041A02.21 protein;  protein,,,Zm00001d000447
Zm00001d000449,Zm00001d000449,C2H2 and C2HC zinc fingers superfamily protein,AT3G05760,,Zm00001d000449
Zm00001d000458,OVATE-transcription factor 3,Transcription repressor OFP7,AT2G18500,OFP7,OVATE-transcription factor 3 (OFP7)
Zm00001d000460,Zm00001d000460,Protein trichome birefringence-like 1,AT5G06700,TBR,Zm00001d000460 (TBR)
Zm00001d001763,Zm00001d001763,Probable methyltransferase,AT4G24910,,Zm00001d001763
Zm00001d001765,Zm00001d001765,Exocyst complex component EXO70A1,AT5G03540,EXO70A1,Zm00001d001765 (EXO70A1)
Zm00001d001767,math-btb10,Speckle-type POZ protein,AT5G19000,BPM1,math-btb10 (BPM1)
Zm00001d001769,Zm00001d001769,E3 ubiquitin-protein ligase PUB23,AT2G35930,PUB23,Zm00001d001769 (PUB23)
Zm00001d001770,Zm00001d001770,40S ribosomal protein S4-3,AT5G07090,,Zm00001d001770
Zm00001d001770,Zm00001d001770,40S ribosomal protein S4-3,AT5G58420,,Zm00001d001770
Zm00001d001771,Zm00001d001771,Eukaryotic aspartyl protease family protein,AT3G52500,,Zm00001d001771
Zm00001d001772,Zm00001d001772,Protein YLS9,AT2G35980,YLS9,Zm00001d001772 (YLS9)
Zm00001d001773,Zm00001d001773,Pentatricopeptide repeat-containing protein,AT3G51320,,Zm00001d001773
Zm00001d001774,Zm00001d001774,Probable CCR4-associated factor 1 homolog 11,AT5G22250,CAF1b,Zm00001d001774 (CAF1b)
Zm00001d001775,CCAAT-HAP3-transcription factor 32,Nuclear transcription factor Y subunit B-8,AT2G37060,NF-YB8,CCAAT-HAP3-transcription factor 32 (NF-YB8)
Zm00001d001777,Zm00001d001777,late embryogenesis abundant protein,,,Zm00001d001777
Zm00001d001779,Zm00001d001779,Casparian strip membrane protein 4,AT5G06200,CASP4,Zm00001d001779 (CASP4)
Zm00001d001780,brassinosteroid-signaling kinase5,CASP-like protein 1,AT1G63500,BSK7,brassinosteroid-signaling kinase5 (BSK7)
Zm00001d001781,Zm00001d001781,L-type lectin-domain containing receptor kinase IX.1,AT5G10530,LecRK-IX.1,Zm00001d001781 (LecRK-IX.1)
Zm00001d001784,AT-hook motif nuclear-localized protein homolog9,AT-hook motif nuclear-localized protein 5,AT1G63470,AHL5,AT-hook motif nuclear-localized protein homolog9 (AHL5)
Zm00001d001785,Zm00001d001785,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein,AT4G11610,,Zm00001d001785
Zm00001d001786,Zm00001d001786,Probable LRR receptor-like serine/threonine-protein kinase,AT1G63430,,Zm00001d001786
Zm00001d001787,Zm00001d001787,Pre-mRNA cleavage factor Im 25 kDa subunit 2,AT4G25550,,Zm00001d001787
Zm00001d001788,K+ efflux antiporter 4,K(+) efflux antiporter 2 chloroplastic,AT4G00630,KEA2,K+ efflux antiporter 4 (KEA2)
Zm00001d001789,phosphomannomutase1,Phosphomannomutase,AT2G45790,PMM,phosphomannomutase1 (PMM)
Zm00001d001790,autophagy4a,Cysteine protease ATG4a,AT3G59950,,autophagy4a
Zm00001d001791,Zm00001d001791,Glucan endo-1%2C3-beta-glucosidase,AT5G24318,,Zm00001d001791
Zm00001d001792,Zm00001d001792,RING/U-box superfamily protein,AT5G01960,,Zm00001d001792
Zm00001d001797,Zm00001d001797,Protein MIS12 homolog,AT5G35520,MIS12,Zm00001d001797 (MIS12)
Zm00001d001798,Acyl-CoA-binding protein3,minichromosome instability12b,AT5G53470,AtACBP1,Acyl-CoA-binding protein3 (AtACBP1)
Zm00001d001799,Zm00001d001799,partner of SLD five 1,AT1G80190,PSF1,Zm00001d001799 (PSF1)
Zm00001d001800,Zm00001d001800,GDSL esterase/lipase CPRD49,AT3G11210,,Zm00001d001800
Zm00001d001802,Zm00001d001802,GDSL esterase/lipase CPRD49,AT3G11210,,Zm00001d001802
Zm00001d001803,small kernel10,Plasma-membrane choline transporter family protein,AT3G15380,,small kernel10
Zm00001d001804,barley mlo defense gene homolog9,barley mlo defense gene homolog9,AT1G26700,MLO14,barley mlo defense gene homolog9 (MLO14)
Zm00001d001806,Zm00001d001806,DNA mismatch repair protein MutS type 2,AT1G65070,,Zm00001d001806
Zm00001d001809,Zm00001d001809,RNA polymerase II transcription factor B subunit 2,AT4G17020,,Zm00001d001809
Zm00001d001811,Zm00001d001811,Tetraspanin-19,AT2G20740,,Zm00001d001811
Zm00001d001812,Rubisco Assembly Factor 1,Rubisco Assembly Factor 1,AT3G04550,,Rubisco Assembly Factor 1
Zm00001d001813,Zm00001d001813,Protein kinase superfamily protein,AT3G09010,,Zm00001d001813
Zm00001d001814,Zm00001d001814,Clathrin light chain 2,AT2G20760,,Zm00001d001814
Zm00001d001817,Zm00001d001817,Probable polyol transporter 4,AT2G20780,,Zm00001d001817
Zm00001d001818,Zm00001d001818,Probable polyol transporter 4,AT2G20780,,Zm00001d001818
Zm00001d001819,Zm00001d001819,N-acetylglucosaminylphosphatidylinositol de-N-acetylase family protein,AT3G58130,,Zm00001d001819
Zm00001d001820,protochlorophyllide reductase1,protochlorophyllide reductase1,AT5G54190,PORA,protochlorophyllide reductase1 (PORA)
Zm00001d001823,Zm00001d001823,Anthranilate synthase beta subunit 1 chloroplastic,AT1G25220,WEI7,Zm00001d001823 (WEI7)
Zm00001d001824,Zm00001d001824,Dof zinc finger protein DOF1.6,AT5G66940,,Zm00001d001824
Zm00001d001825,Zm00001d001825,Transducin/WD40 repeat-like superfamily protein,AT5G54200,,Zm00001d001825
Zm00001d001827,Zm00001d001827,Translation elongation factor EF1A/initiation factor IF2gamma family protein,AT5G10630,,Zm00001d001827
Zm00001d001828,Zm00001d001828,Katanin p80 WD40 repeat-containing subunit B1 homolog,AT5G08390,,Zm00001d001828
Zm00001d001829,Zm00001d001829,OSJNBa0064G10.17 protein;  protein,,,Zm00001d001829
Zm00001d001830,Zm00001d001830,Mediator of RNA polymerase II transcription subunit 9,AT1G55080,MED9,Zm00001d001830 (MED9)
Zm00001d001831,Zm00001d001831,Pyruvate kinase,AT5G08570,,Zm00001d001831
Zm00001d001832,Zm00001d001832,NDR1/HIN1-like 25,AT5G36970,NHL25,Zm00001d001832 (NHL25)
Zm00001d001833,Zm00001d001833,Protein ASPARTIC PROTEASE IN GUARD CELL 2,AT3G20015,,Zm00001d001833
Zm00001d001835,Zm00001d001835,Protein ASPARTIC PROTEASE IN GUARD CELL 2,AT3G20015,,Zm00001d001835
Zm00001d001837,MYB-transcription factor 133,Duplicated homeodomain-like superfamily protein,AT5G08520,,MYB-transcription factor 133
Zm00001d001838,ABI3-VP1-transcription factor 3,B3 domain-containing transcription factor LEC2,AT3G24650,SIS10,ABI3-VP1-transcription factor 3 (SIS10)
Zm00001d001842,Zm00001d001842,Tetratricopeptide repeat (TPR)-like superfamily protein,AT4G33170,,Zm00001d001842
Zm00001d001843,Zm00001d001843,Thioredoxin X chloroplastic,AT1G50320,THX,Zm00001d001843 (THX)
Zm00001d001844,Zm00001d001844,Plastid division protein CDP1 chloroplastic,AT3G19180,PARC6,Zm00001d001844 (PARC6)
Zm00001d001846,Zm00001d001846,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,AT1G34130,STT3B,Zm00001d001846 (STT3B)
Zm00001d001847,Zm00001d001847,NUMOD3 motif family protein expressed;  protein,AT1G53800,,Zm00001d001847
Zm00001d001848,Zm00001d001848,Zinc finger C3HC4 type (RING finger) family protein,AT5G23110,,Zm00001d001848
Zm00001d001849,Zm00001d001849,Probable acyl-activating enzyme 5 peroxisomal,AT5G16370,AAE5,Zm00001d001849 (AAE5)
Zm00001d001850,Zm00001d001850,Magnesium-chelatase subunit ChlH chloroplastic,AT5G13630,GUN5,Zm00001d001850 (GUN5)
Zm00001d001852,Zm00001d001852,Gibberellin-regulated protein 2,AT4G09600,GASA3,Zm00001d001852 (GASA3)
Zm00001d001855,Zm00001d001855,DHHC zinc finger domain containing protein,AT3G18620,,Zm00001d001855
Zm00001d001856,Zm00001d001856,Anamorsin homolog,AT5G18400,DRE2,Zm00001d001856 (DRE2)
Zm00001d001857,Zm00001d001857,light harvesting complex photosystem II subunit 6,AT1G15820,LHCB6,Zm00001d001857 (LHCB6)
Zm00001d001858,Zm00001d001858,BTB/POZ domain-containing protein,AT3G19850,,Zm00001d001858
Zm00001d001859,Zm00001d001859,Vacuolar protein sorting-associated protein 41 homolog,AT1G08190,ZIP2,Zm00001d001859 (ZIP2)
Zm00001d001860,Zm00001d001860,Haloacid dehalogenase-like hydrolase domain-containing protein,AT4G39970,,Zm00001d001860
Zm00001d001861,Zm00001d001861,TPR domain containing protein,AT3G17670,,Zm00001d001861
Zm00001d001864,uracil-DNA glycosylase1,Uracil-DNA glycosylase mitochondrial,AT3G18630,UNG,uracil-DNA glycosylase1 (UNG)
Zm00001d001865,cytokinin response regulator1,cytokinin response regulator1,AT1G59940,ARR3,cytokinin response regulator1 (ARR3)
Zm00001d001866,Zm00001d001866,DUF3755 family protein,AT1G68160,,Zm00001d001866
Zm00001d001869,Zm00001d001869,Ubiquitin carboxyl-terminal hydrolase family protein,AT3G63090,,Zm00001d001869
Zm00001d001870,Zm00001d001870,Peroxisome biogenesis protein 22,AT3G21865,PEX22,Zm00001d001870 (PEX22)
Zm00001d001873,Zm00001d001873,hydroxy methylglutaryl CoA reductase 1,AT1G76490,MAD3,Zm00001d001873 (MAD3)
Zm00001d001875,Zm00001d001875,Mediator of RNA polymerase II transcription subunit 36a,AT5G52470,SKIP7,Zm00001d001875 (SKIP7)
Zm00001d001877,Zm00001d001877,Phytosulfokine receptor 1,AT2G02220,PSKR1,Zm00001d001877 (PSKR1)
Zm00001d001879,ARF-transcription factor 3,Auxin response factor 3,AT5G37020,ATARF8,ARF-transcription factor 3 (ATARF8)
Zm00001d001880,Zm00001d001880,Whole genome shotgun sequence of line PN40024 scaffold_63.assembly12x (Fragment),,,Zm00001d001880
Zm00001d001881,Zm00001d001881,Protein DJ-1 homolog D,AT3G02720,DJ1D,Zm00001d001881 (DJ1D)
